timestamp,lat,lon,alt,Txx,Txy,Txz,Tyx,Tyy,Tyz,Tzx,Tzy,Tzz,J2,J3,laplacian,horizontal_curvature,vertical_gradient
55.4,46.8809,7.97741,649.554,-6.27469,-0.784963,-6.62788,-0.859631,-0.251367,-1.02611,-6.62391,-1.05597,-7.21143,5.95728,-0.0252995,-13.7375,6.27972,-7.21143
55.6,46.8815,7.97713,648.823,-6.19202,-0.880782,-6.63271,-0.852825,-0.0835232,-1.01518,-6.64005,-1.02338,-7.17906,-0.523849,0.0651881,-13.4546,6.19258,-7.17906
55.8,46.882,7.97685,649.778,-6.17294,-0.855189,-6.71754,-0.879944,0.1081,-1.05347,-6.68975,-1.04356,-7.25325,-6.93603,0.0312261,-13.3181,6.17389,-7.25325
56,46.8826,7.97656,651.42,-6.08465,-0.838518,-6.6542,-0.873296,0.0169221,-0.979192,-6.64317,-0.922448,-7.23469,-4.09071,-0.0242946,-13.3024,6.08467,-7.23469
56.2,46.8831,7.97627,654.227,-6.05625,-0.824971,-6.62444,-0.841582,-0.240503,-0.894896,-6.6528,-0.888862,-6.96957,-0.437203,0.237009,-13.2663,6.06102,-6.96957
56.4,46.8837,7.97599,655.104,-6.28152,-0.721947,-6.62623,-0.695839,-0.182054,-0.8227,-6.57522,-0.790399,-7.28176,6.97653,-0.202354,-13.7453,6.28416,-7.28176
56.6,46.8842,7.9757,655.452,-6.25173,-0.85255,-6.60575,-0.876419,-0.0944474,-0.94156,-6.64512,-0.94283,-7.10237,0.26487,0.0162406,-13.4485,6.25244,-7.10237
56.8,46.8848,7.9754,656.84,-6.03756,-0.860694,-6.6011,-0.847948,-0.443137,-0.976992,-6.64826,-0.987638,-7.3602,9.58819,-0.165803,-13.8409,6.0538,-7.3602
57,46.8854,7.97511,658.578,-6.26987,-0.876178,-6.73396,-0.860021,-0.0289152,-0.80157,-6.68509,-0.870249,-7.19505,-1.93371,0.0576249,-13.4938,6.26994,-7.19505
57.2,46.8859,7.97481,660.539,-6.02707,-0.8695,-6.61303,-0.815091,-0.276511,-1.06786,-6.62078,-1.04083,-7.21724,3.11467,0.134842,-13.5208,6.03341,-7.21724
57.4,46.8865,7.97452,661.076,-6.24647,-0.82766,-6.72318,-0.841642,-0.144309,-0.915614,-6.73676,-0.912687,-7.00409,-2.32331,0.0517696,-13.3949,6.24814,-7.00409
57.6,46.8871,7.97422,663.196,-6.30085,-0.785987,-6.56167,-0.833339,-0.129546,-0.798263,-6.56623,-0.86342,-7.02203,3.08197,-0.0491014,-13.4524,6.30218,-7.02203
57.8,46.8876,7.97392,665.646,-6.31629,-0.948909,-6.61848,-0.931112,-0.00664288,-0.986017,-6.6316,-0.917934,-7.33433,1.47343,0.31927,-13.6573,6.31629,-7.33433
58,46.8882,7.97361,666.732,-6.24863,-0.77872,-6.65158,-0.781112,-0.177349,-0.872567,-6.66981,-0.874229,-7.14089,2.51893,-0.00943224,-13.5669,6.25115,-7.14089
58.2,46.8888,7.97331,667.376,-6.23128,-0.806423,-6.68769,-0.804839,-0.301048,-0.953903,-6.66486,-0.973567,-7.32512,7.15167,-0.148804,-13.8575,6.23855,-7.32512
58.4,46.8894,7.973,669.695,-6.21523,-0.949202,-6.85128,-0.963373,-0.0934978,-1.03869,-6.83833,-1.03921,-7.07663,-7.23899,-0.153088,-13.3854,6.21594,-7.07663
58.6,46.89,7.97269,672.441,-6.22036,-0.866448,-6.81087,-0.791613,-0.124295,-0.905671,-6.78423,-0.935227,-7.10935,-3.71981,0.0254678,-13.454,6.2216,-7.10935
58.8,46.8905,7.97238,673.668,-6.19489,-0.896997,-6.67761,-0.862906,-0.177258,-1.00239,-6.63442,-0.96471,-7.10978,0.719132,0.0153057,-13.4819,6.19743,-7.10978
59,46.8911,7.97207,674.639,-6.05997,-0.924579,-6.66904,-0.925956,-0.0300718,-0.915864,-6.68242,-0.936707,-7.12952,-5.35608,-0.0995233,-13.2196,6.06005,-7.12952
59.2,46.8917,7.97176,676.764,-6.15278,-1.0425,-6.78318,-1.00962,-0.114536,-0.833075,-6.72129,-0.875007,-7.18457,-3.28098,0.376087,-13.4519,6.15385,-7.18457
59.4,46.8923,7.97145,678.074,-6.25399,-0.806857,-6.65566,-0.833948,-0.172034,-1.03107,-6.65716,-1.04743,-7.31544,4.04874,0.0763154,-13.7415,6.25635,-7.31544
59.6,46.8929,7.97113,679.71,-6.22416,-0.852522,-6.66537,-0.905109,-0.0170915,-0.918869,-6.64116,-0.938107,-7.00761,-4.11359,-0.0783308,-13.2489,6.22418,-7.00761
59.8,46.8935,7.97081,682.095,-6.22368,-0.888195,-6.77901,-0.853602,0.023182,-0.938212,-6.72783,-0.905025,-7.02822,-7.56219,-0.273559,-13.2287,6.22372,-7.02822
60,46.8941,7.97049,683.149,-6.03338,-0.867247,-6.59347,-0.844859,-0.089857,-1.07301,-6.59545,-1.04768,-7.04076,-3.37875,0.0581909,-13.164,6.03405,-7.04076
60.2,46.8947,7.97017,685.489,-6.19735,-1.00373,-6.75208,-1.02909,-0.108772,-0.844432,-6.71494,-0.935955,-7.2651,-1.34883,0.241775,-13.5712,6.1983,-7.2651
60.4,46.8953,7.96985,686.716,-6.02922,-0.852666,-6.81405,-0.843796,-0.0551604,-0.998948,-6.80461,-0.992782,-7.29524,-6.71714,-0.144556,-13.3796,6.02947,-7.29524
60.6,46.8959,7.96952,687.148,-6.22196,-0.831296,-6.84432,-0.83696,-0.108266,-0.789392,-6.7506,-0.852789,-7.16491,-3.08628,0.0343626,-13.4951,6.2229,-7.16491
60.8,46.8965,7.9692,688.917,-6.1781,-0.833806,-6.73337,-0.826844,-0.170093,-1.06062,-6.77343,-1.06673,-7.34427,0.489765,0.164028,-13.6925,6.18044,-7.34427
61,46.8971,7.96887,691.693,-6.05524,-0.860695,-6.60674,-0.808108,-0.140231,-0.934632,-6.59783,-0.949377,-7.22406,0.865316,-0.000185327,-13.4195,6.05687,-7.22406
61.2,46.8977,7.96854,694.225,-6.14602,-0.729385,-6.72022,-0.785875,-0.225039,-1.00771,-6.66698,-0.996588,-7.2365,2.21242,0.230547,-13.6076,6.15013,-7.2365
61.4,46.8983,7.96821,696.084,-6.09149,-0.8048,-6.6089,-0.83685,-0.129734,-0.732285,-6.6254,-0.772066,-6.97827,-1.64357,0.135005,-13.1995,6.09288,-6.97827
61.6,46.8989,7.96788,697.807,-5.95296,-0.917272,-6.65907,-0.986525,-0.264875,-1.11275,-6.66441,-1.08516,-7.33021,1.32718,0.0869792,-13.548,5.95885,-7.33021
61.8,46.8995,7.96755,698.675,-6.26307,-0.889719,-6.7263,-0.903843,-0.0769728,-0.891077,-6.67268,-0.935779,-7.23968,-0.276963,0.029713,-13.5797,6.26355,-7.23968
62,46.9001,7.96721,699.534,-6.14284,-0.676712,-6.65078,-0.73267,-0.0853305,-0.761244,-6.59346,-0.811014,-7.27911,1.78961,-0.02063,-13.5073,6.14343,-7.27911
62.2,46.9008,7.96688,702.643,-6.14715,-0.922453,-6.61318,-0.938975,-0.329536,-0.935385,-6.64629,-0.922535,-7.15145,5.32231,0.0329069,-13.6281,6.15597,-7.15145
62.4,46.9014,7.96654,703.365,-6.01337,-0.828194,-6.7121,-0.83742,-0.13934,-0.990035,-6.68501,-0.979081,-7.2227,-2.51245,0.0539319,-13.3754,6.01498,-7.2227
62.6,46.902,7.9662,705.786,-6.28217,-0.825246,-6.69439,-0.883693,-0.11999,-0.889997,-6.76038,-0.932166,-7.04417,-1.9277,-0.0103975,-13.4463,6.28331,-7.04417
62.8,46.9026,7.96586,707.832,-6.09346,-0.997635,-6.75819,-0.983283,-0.000374629,-0.999815,-6.72766,-0.98981,-7.35633,-5.21354,-0.0412548,-13.4502,6.09346,-7.35633
63,46.9033,7.96552,709.464,-6.18015,-0.779584,-6.69152,-0.766562,-0.155445,-0.944938,-6.66854,-0.928536,-6.87524,-3.15647,0.187337,-13.2108,6.18211,-6.87524
63.2,46.9039,7.96517,711.891,-6.21358,-0.902582,-6.69815,-0.868096,-0.0704655,-0.909333,-6.69809,-0.962788,-7.14276,-2.40107,-0.0251803,-13.4268,6.21398,-7.14276
63.4,46.9045,7.96483,711.132,-6.07774,-0.901523,-6.69286,-0.889035,-0.160139,-0.87054,-6.68883,-0.909205,-7.23245,-0.544102,0.0776066,-13.4703,6.07985,-7.23245
63.6,46.9052,7.96448,713.831,-6.0395,-0.773984,-6.68999,-0.809886,-0.0729145,-0.968286,-6.67588,-0.950023,-7.0564,-5.27271,-0.0225139,-13.1688,6.03994,-7.0564
63.8,46.9058,7.96413,716.266,-6.15402,-0.882125,-6.68999,-0.81337,-0.0668543,-0.991036,-6.62926,-0.954987,-7.35349,0.285964,0.0480708,-13.5744,6.15439,-7.35349
64,46.9065,7.96378,718.076,-6.27085,-0.804585,-6.62061,-0.815735,-0.227676,-0.966643,-6.62797,-0.992605,-7.18786,5.28238,-0.0527322,-13.6864,6.27498,-7.18786
64.2,46.9071,7.96343,719.08,-6.08322,-0.934797,-6.66542,-0.884321,0.000838452,-1.09499,-6.72136,-1.11136,-7.26102,-5.3702,-0.0260041,-13.3434,6.08322,-7.26102
64.4,46.9077,7.96308,720.397,-6.1778,-0.816759,-6.61785,-0.859016,-0.1429,-0.860588,-6.64752,-0.866168,-7.34624,3.75363,-0.0361311,-13.6669,6.17945,-7.34624
64.6,46.9084,7.96273,724.097,-6.25277,-0.778372,-6.75936,-0.747873,-0.0497471,-0.98049,-6.70079,-0.947096,-7.13655,-3.029,0.0924579,-13.4391,6.25297,-7.13655
64.8,46.909,7.96237,726.508,-6.4144,-0.899481,-6.7165,-0.913999,-0.269172,-0.997125,-6.69742,-0.954357,-7.16184,5.67241,-0.130838,-13.8454,6.42004,-7.16184
65,46.9097,7.96201,728.544,-6.18708,-0.788322,-6.80264,-0.804566,-0.00932759,-0.979704,-6.77407,-0.974093,-7.15242,-6.58623,-0.105139,-13.3488,6.18708,-7.15242
65.2,46.9103,7.96166,728.507,-6.24245,-0.78479,-6.82675,-0.829633,-0.137311,-0.960702,-6.73234,-0.974317,-7.18066,-1.75811,0.0801286,-13.5604,6.24396,-7.18066
65.4,46.911,7.9613,730.257,-6.3142,-0.939167,-6.79326,-0.909991,-0.20115,-0.987818,-6.76344,-0.921195,-7.10337,-0.318874,0.0672651,-13.6187,6.3174,-7.10337
65.6,46.9117,7.96093,732.765,-6.25868,-0.928041,-6.68993,-0.947116,-0.0485633,-0.869294,-6.69032,-0.944705,-7.07722,-3.03271,-0.000217536,-13.3845,6.25886,-7.07722
65.8,46.9123,7.96057,733.315,-6.0326,-0.802442,-6.75246,-0.788464,-0.0388434,-0.911338,-6.72941,-0.881204,-7.25113,-5.23341,-0.114476,-13.3226,6.03272,-7.25113
66,46.913,7.96021,734.362,-6.20356,-0.922343,-6.71091,-0.889687,-0.0772054,-0.959128,-6.7014,-0.909224,-7.0949,-3.24955,-0.051011,-13.3757,6.20404,-7.0949
66.2,46.9137,7.95984,736.178,-6.34671,-0.802183,-6.75697,-0.800081,-0.041934,-0.926169,-6.73044,-0.860088,-7.1125,-2.42073,-0.015471,-13.5011,6.34685,-7.1125
66.4,46.9143,7.95947,738.57,-6.14179,-0.832682,-6.67751,-0.90202,-0.192899,-0.952527,-6.69488,-0.938128,-7.31503,2.34666,-0.0209597,-13.6497,6.14482,-7.31503
66.6,46.915,7.9591,739.646,-6.13085,-0.899246,-6.77796,-0.888244,-0.0067741,-0.954189,-6.72059,-0.928896,-7.1992,-6.01902,-0.165038,-13.3368,6.13085,-7.1992
66.8,46.9157,7.95873,741.272,-6.07197,-0.983089,-6.74368,-0.931794,-0.0566452,-1.02307,-6.75947,-1.02427,-7.28741,-5.08394,-0.120735,-13.416,6.07223,-7.28741
67,46.9163,7.95836,742.629,-6.10658,-0.851279,-6.61997,-0.855643,-0.0761479,-0.899088,-6.67738,-0.930059,-7.38433,0.7032,0.0384774,-13.5671,6.10705,-7.38433
67.2,46.917,7.95799,745.635,-6.28922,-0.797234,-6.57362,-0.815635,0.0574549,-0.9732,-6.56309,-0.979183,-7.25952,0.263549,0.516021,-13.4913,6.28948,-7.25952
67.4,46.9177,7.95761,745.722,-6.29902,-0.88081,-6.79866,-0.885237,-0.218974,-0.864542,-6.80163,-0.868925,-7.21182,1.22609,0.124587,-13.7298,6.30282,-7.21182
67.6,46.9184,7.95724,747.565,-6.31276,-0.873585,-6.76709,-0.864775,-0.174362,-0.914853,-6.77569,-0.903829,-7.2719,1.6809,-0.000364658,-13.759,6.31517,-7.2719
67.8,46.9191,7.95686,749.76,-6.14577,-0.852991,-6.57488,-0.861482,-0.0879763,-0.909929,-6.62705,-0.965695,-7.21583,0.673438,0.0211741,-13.4496,6.1464,-7.21583
68,46.9198,7.95648,751.329,-6.24626,-0.991798,-6.71042,-0.988844,-0.0848601,-0.941941,-6.7106,-0.944258,-7.26506,-0.750273,0.116332,-13.5962,6.24684,-7.26506
68.2,46.9205,7.95609,752.501,-6.25846,-0.884851,-6.64798,-0.860818,-0.12149,-0.933855,-6.67035,-0.926461,-7.19098,1.33438,-0.00188185,-13.5709,6.25963,-7.19098
68.4,46.9212,7.95571,753.844,-6.13882,-0.949662,-6.75882,-0.934361,-0.130134,-1.11591,-6.77049,-1.13285,-7.30812,-2.59773,0.0328178,-13.5771,6.1402,-7.30812
68.6,46.9219,7.95533,756.384,-6.06896,-0.905429,-6.68432,-0.849709,-0.16509,-0.844005,-6.65539,-0.896248,-7.01639,-2.5402,0.126879,-13.2504,6.07121,-7.01639
68.8,46.9226,7.95494,757.809,-6.08407,-0.927248,-6.75655,-0.893982,-0.170263,-0.992535,-6.82485,-0.981284,-7.22722,-3.35602,0.0729371,-13.4816,6.08645,-7.22722
69,46.9233,7.95455,758.269,-6.12068,-0.910934,-6.70897,-0.874014,-0.0301858,-0.935417,-6.73028,-0.916668,-7.21652,-4.46845,-0.0864547,-13.3674,6.12076,-7.21652
69.2,46.924,7.95416,759.532,-6.28653,-0.766526,-6.72096,-0.752249,-0.224314,-0.998286,-6.73836,-0.909129,-7.29135,4.22117,0.0339552,-13.8022,6.29053,-7.29135
69.4,46.9247,7.95377,761.104,-6.18798,-0.828962,-6.65069,-0.822125,-0.178167,-0.973037,-6.67094,-0.981909,-7.42287,4.70848,-0.0577118,-13.789,6.19054,-7.42287
69.6,46.9254,7.95337,763.298,-6.2727,-0.874248,-6.74449,-0.898528,-0.222337,-0.808472,-6.72881,-0.849372,-7.14848,1.93939,0.140098,-13.6435,6.27664,-7.14848
69.8,46.9261,7.95298,764.815,-6.18203,-0.818763,-6.70599,-0.844239,-0.231137,-0.978267,-6.66896,-0.921591,-7.16744,2.16007,0.0640541,-13.5806,6.18634,-7.16744
70,46.9268,7.95258,765.113,-6.13457,-0.856333,-6.69529,-0.902217,-0.148413,-0.821306,-6.65728,-0.897695,-7.29092,1.27375,0.0282091,-13.5739,6.13637,-7.29092
70.2,46.9275,7.95218,766.841,-6.18111,-0.801211,-6.84177,-0.78414,-0.276276,-0.956256,-6.77683,-0.953451,-7.11924,-0.452283,0.453206,-13.5766,6.18728,-7.11924
70.4,46.9282,7.95178,768.277,-6.3126,-0.785484,-6.68001,-0.816429,-0.0589923,-0.94979,-6.63809,-0.943842,-7.22838,1.09698,0.118706,-13.6,6.31288,-7.22838
70.6,46.929,7.95138,768.103,-6.17103,-0.921809,-6.72472,-0.898528,-0.0551686,-0.89133,-6.77717,-0.909402,-7.15386,-4.66323,-0.0570837,-13.3801,6.17127,-7.15386
70.8,46.9297,7.95097,768.256,-6.34548,-1.00037,-6.91309,-0.983999,-0.131251,-0.995949,-6.87074,-0.977485,-7.16484,-4.43664,0.00245983,-13.6416,6.34684,-7.16484
71,46.9304,7.95057,769.795,-6.07723,-0.903579,-6.77288,-0.89447,-0.121334,-0.814869,-6.75442,-0.851554,-7.20808,-3.66369,0.146259,-13.4066,6.07845,-7.20808
71.2,46.9311,7.95016,770.921,-6.12272,-0.799279,-6.67332,-0.83289,-0.0340739,-1.04697,-6.73365,-1.01912,-7.28217,-3.25021,0.0933057,-13.439,6.12281,-7.28217
71.4,46.9319,7.94975,772.694,-6.31455,-0.998293,-6.78914,-0.949801,0.0962072,-0.910098,-6.76724,-0.888393,-7.20807,-6.97136,0.0218486,-13.4264,6.31529,-7.20807
71.6,46.9326,7.94934,773.898,-6.22467,-0.825774,-6.64768,-0.83145,-0.00895108,-0.828392,-6.60176,-0.85832,-7.26706,0.143724,0.143172,-13.5007,6.22468,-7.26706
71.8,46.9333,7.94893,774.46,-6.33952,-0.779952,-6.71125,-0.821604,-0.160033,-1.04698,-6.6983,-1.01063,-7.16626,1.87845,0.181439,-13.6658,6.34154,-7.16626
72,46.9341,7.94851,774.844,-6.13636,-0.930908,-6.69653,-0.952324,-0.268777,-1.11446,-6.69223,-1.08722,-7.18989,1.57732,0.119604,-13.595,6.14224,-7.18989
72.2,46.9348,7.94809,776.082,-6.37497,-0.86903,-6.66702,-0.917846,-0.131188,-0.875007,-6.65327,-0.870426,-7.27258,4.47234,0.00760683,-13.7787,6.37632,-7.27258
72.4,46.9356,7.94767,777.822,-6.14111,-0.967831,-6.82817,-1.02341,-0.161205,-1.02833,-6.74339,-1.03101,-7.30203,-2.17205,0.0212553,-13.6043,6.14322,-7.30203
72.6,46.9363,7.94725,778.959,-6.25083,-0.822799,-6.85963,-0.839798,-0.105889,-0.830466,-6.85026,-0.863621,-7.15917,-4.45545,0.0112691,-13.5159,6.25172,-7.15917
72.8,46.9371,7.94683,779.312,-6.13305,-0.919213,-6.72582,-0.945104,-0.17979,-0.925416,-6.65656,-0.93846,-7.241,0.611876,0.0541058,-13.5538,6.13569,-7.241
73,46.9378,7.94641,780.325,-6.14933,-0.862656,-6.64678,-0.851858,-0.236712,-0.986762,-6.68918,-0.987378,-7.34859,4.42663,-0.0653731,-13.7346,6.15388,-7.34859
73.2,46.9386,7.94598,781.387,-6.17295,-0.899921,-6.68816,-0.952336,-0.00886079,-0.902767,-6.70885,-0.894753,-7.37774,-1.74429,0.153773,-13.5596,6.17295,-7.37774
73.4,46.9393,7.94555,782.169,-6.10308,-0.820505,-6.81737,-0.85608,-0.198999,-0.7926,-6.80294,-0.729051,-7.31576,-0.678784,0.330455,-13.6178,6.10633,-7.31576
73.6,46.9401,7.94512,781.904,-6.22425,-0.921499,-6.77023,-0.896419,-0.176591,-0.919439,-6.74027,-0.891546,-7.27282,0.744851,0.0528369,-13.6737,6.22676,-7.27282
73.8,46.9409,7.94469,782.516,-6.26443,-0.920255,-6.73562,-0.949018,-0.173111,-0.927985,-6.73004,-0.922613,-7.45083,3.97795,-0.00706492,-13.8884,6.26682,-7.45083
74,46.9416,7.94425,783.826,-6.16091,-0.856613,-6.59112,-0.805188,-0.334998,-0.954376,-6.65754,-0.932964,-7.22112,7.02177,-0.131445,-13.717,6.17001,-7.22112
74.2,46.9424,7.94382,784.068,-6.09396,-0.851958,-6.80905,-0.838104,-0.0859143,-1.15062,-6.77247,-1.09889,-7.11302,-7.22284,0.111972,-13.2929,6.09456,-7.11302
74.4,46.9432,7.94338,784.863,-6.24269,-0.910859,-6.68707,-0.907936,-0.202707,-0.927934,-6.69564,-0.940708,-7.19029,2.27115,0.00219409,-13.6357,6.24598,-7.19029
74.6,46.9439,7.94294,783.89,-6.0437,-0.931727,-6.70029,-0.850915,-0.170949,-0.853207,-6.73754,-0.892973,-7.29608,-0.64504,0.121082,-13.5107,6.04612,-7.29608
74.8,46.9447,7.9425,785.088,-5.99157,-0.830049,-6.73808,-0.880797,-0.0842801,-0.887787,-6.70228,-0.895064,-7.17236,-5.20616,-0.0619455,-13.2482,5.99217,-7.17236
75,46.9455,7.94205,786.342,-6.04788,-0.819176,-6.70613,-0.855902,-0.16731,-0.920122,-6.72893,-0.958901,-7.04517,-3.81915,0.121,-13.2604,6.05019,-7.04517
75.2,46.9463,7.94161,785.92,-6.40268,-0.748956,-6.82138,-0.818632,-0.116274,-0.924197,-6.76096,-0.966974,-7.46246,3.53211,0.0246011,-13.9814,6.40374,-7.46246
75.4,46.947,7.94116,787.326,-6.25436,-0.747324,-6.694,-0.791065,-0.164779,-0.985861,-6.71449,-0.985714,-7.3736,3.70596,0.0774424,-13.7927,6.25653,-7.3736
75.6,46.9478,7.94071,787.943,-6.01862,-0.941487,-6.7044,-0.901664,-0.24907,-0.973784,-6.72682,-0.928502,-7.343,1.34056,0.120529,-13.6107,6.02377,-7.343
75.8,46.9486,7.94026,786.314,-6.28082,-0.901328,-6.72016,-0.885482,0.0414766,-0.935109,-6.72296,-0.90795,-7.08787,-5.72666,-0.107133,-13.3272,6.28095,-7.08787
76,46.9494,7.93981,786.695,-6.08175,-0.871863,-6.756,-0.868391,-0.121302,-0.833487,-6.78909,-0.921674,-7.27121,-3.10198,0.0359123,-13.4743,6.08296,-7.27121
76.2,46.9502,7.93935,787.809,-6.14736,-0.894105,-6.76187,-0.840444,-0.0842279,-0.91851,-6.71582,-0.90906,-7.22185,-2.95306,-0.0361494,-13.4534,6.14794,-7.22185
76.4,46.951,7.9389,787.827,-6.1894,-0.980968,-6.76838,-0.913434,-0.335519,-1.002,-6.71583,-1.00758,-7.37686,5.69826,-0.0398253,-13.9018,6.19849,-7.37686
76.6,46.9518,7.93844,785.885,-6.17187,-0.978376,-6.71109,-0.960978,-0.172539,-0.959535,-6.75552,-1.04535,-7.26078,-0.299813,0.02406,-13.6052,6.17429,-7.26078
76.8,46.9526,7.93798,786.971,-6.21126,-0.941604,-6.71941,-0.948352,-0.257219,-0.881027,-6.75136,-0.872422,-7.35157,4.24885,0.102223,-13.8201,6.21659,-7.35157
77,46.9534,7.93752,787.02,-6.16658,-0.84455,-6.77069,-0.816648,-0.0260884,-0.941332,-6.8301,-0.938452,-7.26783,-5.29894,-0.121528,-13.4605,6.16663,-7.26783
77.2,46.9542,7.93705,787.007,-6.14362,-0.898104,-6.67964,-0.905035,-0.168061,-0.935186,-6.73214,-0.891079,-7.29252,0.892397,0.033833,-13.6042,6.14592,-7.29252
77.4,46.955,7.93659,787.254,-6.32948,-0.852473,-6.66553,-0.832476,-0.162004,-0.91654,-6.62456,-0.948879,-7.26717,4.92916,-0.0775496,-13.7587,6.33155,-7.26717
77.6,46.9558,7.93612,787.373,-6.27714,-0.924963,-6.7884,-0.918701,-0.045704,-0.952709,-6.79042,-0.908644,-7.30021,-2.73308,-0.000797905,-13.6231,6.27731,-7.30021
77.8,46.9566,7.93565,787.42,-6.19589,-0.890166,-6.72975,-0.864013,-0.089119,-0.835854,-6.71771,-0.860954,-7.40114,0.742379,0.0889273,-13.6861,6.19653,-7.40114
78,46.9574,7.93518,788.355,-6.12795,-0.777896,-6.79313,-0.805201,-0.171856,-1.08662,-6.7574,-1.07056,-7.211,-2.42498,0.372409,-13.5108,6.13036,-7.211
78.2,46.9582,7.9347,787.124,-6.52221,-0.950531,-6.75189,-0.92792,-0.0404382,-0.931991,-6.78064,-1.0613,-7.21844,-0.034801,0.109413,-13.7811,6.52234,-7.21844
78.4,46.959,7.93423,785.964,-6.17169,-0.759806,-6.69378,-0.794962,-0.132862,-0.969748,-6.65575,-0.970637,-7.34094,2.00769,0.0739942,-13.6455,6.17312,-7.34094
78.6,46.9599,7.93375,785.236,-6.24341,-0.952662,-6.49755,-0.943859,-0.229383,-1.07602,-6.50103,-0.99986,-7.10888,6.46127,-0.178306,-13.5817,6.24762,-7.10888
78.8,46.9607,7.93327,787.136,-6.24975,-0.919556,-6.68038,-0.903572,0.043454,-0.84897,-6.66931,-0.845944,-7.24937,-2.76495,0.231711,-13.4557,6.2499,-7.24937
79,46.9615,7.93279,786.585,-6.30873,-0.863346,-6.6456,-0.909231,-0.139139,-0.879035,-6.69579,-0.875982,-7.04252,0.469038,0.0210394,-13.4904,6.31027,-7.04252
79.2,46.9623,7.93231,785.605,-6.16009,-0.925767,-6.79571,-0.960016,-0.00185679,-0.851557,-6.77599,-0.915341,-7.24327,-6.1434,-0.0717799,-13.4052,6.16009,-7.24327
79.4,46.9632,7.93183,784.11,-6.21758,-0.907492,-6.7452,-0.881086,-0.271634,-0.989206,-6.78018,-1.01799,-7.25153,2.41093,0.0983763,-13.7407,6.22351,-7.25153
79.6,46.964,7.93134,784.287,-6.13596,-0.859381,-6.78693,-0.814532,-0.263269,-0.83778,-6.81196,-0.851091,-7.26757,0.95379,0.284401,-13.6668,6.1416,-7.26757
79.8,46.9648,7.93086,785.023,-6.34401,-0.996364,-6.78574,-0.909499,-0.122968,-0.878711,-6.75352,-0.897787,-7.36459,1.76807,0.115015,-13.8316,6.3452,-7.36459
80,46.9657,7.93037,784.362,-6.13521,-0.823098,-6.75699,-0.828406,-0.0100836,-0.888902,-6.78904,-0.890907,-7.30366,-4.80455,-0.104657,-13.4489,6.13522,-7.30366
80.2,46.9665,7.92988,782.585,-6.25857,-0.895497,-6.64076,-0.910257,-0.213998,-0.843673,-6.64615,-0.846463,-7.15199,3.93257,0.0274881,-13.6246,6.26222,-7.15199
80.4,46.9673,7.92939,783.351,-6.22132,-0.821631,-6.71477,-0.843346,-0.28377,-1.02189,-6.73176,-1.03026,-7.44618,6.51118,-0.095487,-13.9513,6.22779,-7.44618
80.6,46.9682,7.92889,781.297,-6.27327,-0.844879,-6.63353,-0.823611,-0.220854,-0.9955,-6.67409,-1.03623,-7.10292,3.02505,0.0759525,-13.597,6.27716,-7.10292
80.8,46.969,7.9284,780.202,-6.24049,-0.892234,-6.90741,-0.854085,-0.210005,-0.844245,-6.85288,-0.846972,-7.15652,-2.6782,0.318961,-13.607,6.24403,-7.15652
81,46.9699,7.9279,780.563,-6.24032,-0.875043,-6.68101,-0.947613,-0.096483,-1.03188,-6.67742,-1.01671,-7.17201,-0.881068,0.0139324,-13.5088,6.24107,-7.17201
81.2,46.9707,7.92741,779.957,-6.28928,-0.999662,-6.84257,-1.00255,-0.0860753,-1.00413,-6.81036,-0.966375,-7.25734,-3.52695,-0.006868,-13.6327,6.28987,-7.25734
81.4,46.9716,7.92691,777.712,-6.18397,-0.806998,-6.74552,-0.83536,-0.242351,-0.969098,-6.78712,-0.986053,-7.29839,1.97623,0.122538,-13.7247,6.18872,-7.29839
81.6,46.9724,7.92641,777.067,-6.04328,-0.81989,-6.69424,-0.834269,-0.102872,-0.787744,-6.68758,-0.783997,-7.31776,-0.944337,0.0960126,-13.4639,6.04415,-7.31776
81.8,46.9733,7.9259,777.137,-6.10675,-0.989719,-6.7133,-0.932983,-0.227555,-1.06505,-6.67338,-1.00723,-7.15113,-0.218978,0.0684081,-13.4854,6.11099,-7.15113
82,46.9742,7.9254,775.703,-6.25132,-0.988831,-6.8949,-1.00277,-0.293964,-0.988466,-6.88275,-1.0298,-7.36063,1.09944,0.238483,-13.9059,6.25823,-7.36063
82.2,46.975,7.92489,775.055,-6.19805,-0.748707,-6.70643,-0.751249,0.0329158,-1.08432,-6.72592,-1.0839,-7.33741,-3.62506,0.502507,-13.5025,6.19814,-7.33741
82.4,46.9759,7.92439,773.024,-6.10287,-0.774452,-6.69892,-0.750677,-0.261041,-0.811692,-6.73098,-0.823224,-7.32227,3.70302,0.0692042,-13.6862,6.10845,-7.32227
82.6,46.9767,7.92388,772.585,-6.37769,-0.9112,-6.63346,-0.92894,-0.219615,-0.807244,-6.68006,-0.873374,-7.12917,5.14106,-0.0182836,-13.7265,6.38147,-7.12917
82.8,46.9776,7.92337,770.881,-6.12657,-1.0498,-6.74306,-1.00334,-0.332919,-0.794378,-6.79245,-0.787315,-7.25198,2.80618,0.93596,-13.7115,6.13561,-7.25198
83,46.9785,7.92286,770.154,-6.24179,-0.838675,-6.69837,-0.865801,-0.050946,-0.971923,-6.76895,-0.973813,-7.28462,-1.71084,0.0255481,-13.5773,6.24199,-7.28462
